League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
Premier League ,15/16 ,30 ,Norwich City ,Manchester City ,0 ,0 ,33% ,67% ,5 ,15 ,0 ,3 ,4 ,5 ,1 ,7 ,3 ,8 ,2 ,1 ,0 ,0 ,3 ,1 ,null ,null ,1 ,0 ,null ,null ,2 ,6 ,3 ,9 ,3 ,0 ,319 ,625 ,221 (69%) ,528 (84%) ,60 ,75 ,23 ,32 ,40% ,60% ,4 ,8 ,0 ,3 ,3 ,2 ,1 ,3 ,2 ,3 ,2 ,1 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,2 ,4 ,2 ,4 ,3 ,0 ,188 ,289 ,135 (72%) ,237 (82%) ,23 ,42 ,10 ,21 ,27% ,73% ,1 ,7 ,0 ,0 ,1 ,3 ,0 ,4 ,1 ,5 ,0 ,0 ,2 ,0 ,null ,null ,0 ,0 ,null ,null ,0 ,2 ,1 ,5 ,0 ,0 ,131 ,336 ,86 (66%) ,291 (87%) ,37 ,33 ,13 ,11 ,
Premier League ,15/16 ,30 ,Bournemouth ,Swansea City ,3 ,2 ,44% ,56% ,12 ,13 ,4 ,4 ,6 ,7 ,2 ,2 ,5 ,3 ,1 ,1 ,0 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,8 ,8 ,4 ,5 ,2 ,1 ,365 ,463 ,264 (72%) ,363 (78%) ,54 ,65 ,16 ,12 ,42% ,58% ,6 ,6 ,1 ,1 ,5 ,5 ,0 ,0 ,2 ,2 ,1 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,4 ,2 ,2 ,4 ,0 ,0 ,162 ,224 ,114 (70%) ,180 (80%) ,29 ,36 ,8 ,9 ,45% ,55% ,6 ,7 ,3 ,3 ,1 ,2 ,2 ,2 ,3 ,1 ,0 ,1 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,4 ,6 ,2 ,1 ,2 ,1 ,203 ,239 ,150 (74%) ,183 (77%) ,25 ,29 ,8 ,3 ,
Premier League ,15/16 ,30 ,Manchester United ,Crystal Palace ,null ,null ,  null statistic for game 2  with id 6768284 at round 30
Premier League ,15/16 ,30 ,Stoke City ,Southampton ,1 ,2 ,60% ,40% ,13 ,11 ,2 ,4 ,7 ,5 ,4 ,2 ,1 ,4 ,0 ,1 ,0 ,0 ,1 ,2 ,0 ,1 ,0 ,1 ,null ,null ,5 ,6 ,8 ,5 ,2 ,1 ,535 ,345 ,438 (82%) ,252 (73%) ,70 ,62 ,25 ,20 ,60% ,40% ,6 ,5 ,0 ,4 ,5 ,1 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,2 ,4 ,4 ,1 ,2 ,0 ,259 ,169 ,216 (83%) ,118 (70%) ,26 ,31 ,8 ,10 ,61% ,39% ,7 ,6 ,2 ,0 ,2 ,4 ,3 ,2 ,1 ,2 ,0 ,0 ,1 ,2 ,0 ,1 ,0 ,1 ,null ,null ,3 ,2 ,4 ,4 ,0 ,1 ,276 ,176 ,222 (80%) ,134 (76%) ,44 ,31 ,17 ,10 ,
Premier League ,15/16 ,30 ,Sunderland ,Everton ,null ,null ,  null statistic for game 4  with id 6768306 at round 30
Premier League ,15/16 ,30 ,West Ham United ,Watford ,null ,null ,  null statistic for game 5  with id 6768291 at round 30
Premier League ,15/16 ,30 ,Arsenal ,West Bromwich Albion ,null ,null ,  null statistic for game 6  with id 6768287 at round 30
Premier League ,15/16 ,30 ,Aston Villa ,Tottenham ,0 ,2 ,37% ,63% ,12 ,19 ,2 ,8 ,6 ,6 ,4 ,5 ,5 ,8 ,3 ,2 ,0 ,0 ,null ,null ,null ,null ,3 ,2 ,null ,null ,8 ,12 ,4 ,7 ,6 ,2 ,327 ,574 ,236 (72%) ,475 (83%) ,53 ,42 ,13 ,9 ,42% ,58% ,3 ,12 ,1 ,6 ,1 ,4 ,1 ,2 ,3 ,3 ,1 ,2 ,null ,null ,null ,null ,0 ,2 ,null ,null ,1 ,7 ,2 ,5 ,5 ,1 ,170 ,239 ,115 (68%) ,192 (80%) ,29 ,24 ,8 ,9 ,33% ,67% ,9 ,7 ,1 ,2 ,5 ,2 ,3 ,3 ,2 ,5 ,2 ,0 ,null ,null ,null ,null ,3 ,0 ,null ,null ,7 ,5 ,2 ,2 ,1 ,1 ,157 ,335 ,121 (77%) ,283 (84%) ,24 ,18 ,5 ,0 ,
Premier League ,15/16 ,30 ,Liverpool ,Chelsea ,null ,null ,  null statistic for game 8  with id 6768286 at round 30
Premier League ,15/16 ,30 ,Leicester City ,Newcastle United ,1 ,0 ,49% ,51% ,10 ,12 ,1 ,2 ,3 ,5 ,6 ,5 ,8 ,4 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,8 ,3 ,4 ,2 ,0 ,458 ,466 ,357 (78%) ,350 (75%) ,62 ,67 ,26 ,23 ,55% ,45% ,5 ,7 ,1 ,1 ,2 ,4 ,2 ,2 ,3 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,5 ,1 ,2 ,1 ,0 ,260 ,210 ,202 (78%) ,155 (74%) ,28 ,23 ,15 ,8 ,44% ,56% ,5 ,5 ,0 ,1 ,1 ,1 ,4 ,3 ,5 ,3 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,3 ,2 ,2 ,1 ,0 ,198 ,256 ,155 (78%) ,195 (76%) ,34 ,44 ,11 ,15 ,
Premier League ,15/16 ,30 ,West Ham United ,Watford ,3 ,1 ,46% ,54% ,18 ,7 ,7 ,4 ,6 ,2 ,5 ,1 ,4 ,2 ,2 ,2 ,0 ,0 ,0 ,4 ,0 ,1 ,null ,null ,null ,null ,13 ,3 ,5 ,4 ,3 ,4 ,376 ,438 ,293 (78%) ,344 (79%) ,67 ,58 ,15 ,12 ,44% ,56% ,10 ,3 ,4 ,2 ,4 ,0 ,2 ,1 ,1 ,0 ,2 ,2 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,6 ,0 ,4 ,3 ,2 ,2 ,199 ,250 ,159 (80%) ,203 (81%) ,32 ,28 ,9 ,4 ,48% ,52% ,8 ,4 ,3 ,2 ,2 ,2 ,3 ,0 ,3 ,2 ,0 ,0 ,0 ,3 ,0 ,1 ,null ,null ,null ,null ,7 ,3 ,1 ,1 ,1 ,2 ,177 ,188 ,134 (76%) ,141 (75%) ,35 ,30 ,6 ,8 ,
Premier League ,15/16 ,30 ,Manchester United ,Crystal Palace ,2 ,0 ,66% ,34% ,16 ,5 ,10 ,0 ,3 ,1 ,3 ,4 ,10 ,2 ,3 ,1 ,0 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,9 ,2 ,8 ,3 ,0 ,9 ,633 ,321 ,563 (89%) ,247 (77%) ,56 ,56 ,9 ,9 ,61% ,39% ,7 ,2 ,6 ,0 ,0 ,1 ,1 ,1 ,3 ,2 ,2 ,1 ,0 ,2 ,null ,null ,null ,null ,null ,null ,5 ,2 ,3 ,0 ,0 ,6 ,293 ,175 ,256 (87%) ,138 (79%) ,34 ,30 ,4 ,3 ,70% ,30% ,9 ,3 ,4 ,0 ,3 ,0 ,2 ,3 ,7 ,0 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,4 ,0 ,5 ,3 ,0 ,3 ,340 ,146 ,307 (90%) ,109 (75%) ,22 ,26 ,5 ,6 ,
Premier League ,15/16 ,30 ,Arsenal ,West Bromwich Albion ,2 ,0 ,71% ,29% ,16 ,8 ,7 ,1 ,6 ,4 ,3 ,3 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,10 ,4 ,6 ,4 ,1 ,4 ,723 ,274 ,641 (89%) ,186 (68%) ,68 ,49 ,23 ,15 ,71% ,29% ,8 ,2 ,3 ,0 ,4 ,1 ,1 ,1 ,0 ,4 ,2 ,0 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,2 ,2 ,6 ,0 ,0 ,0 ,361 ,132 ,316 (88%) ,88 (67%) ,40 ,24 ,12 ,6 ,70% ,30% ,8 ,6 ,4 ,1 ,2 ,3 ,2 ,2 ,2 ,2 ,1 ,0 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,8 ,2 ,0 ,4 ,1 ,4 ,362 ,142 ,325 (90%) ,98 (69%) ,28 ,25 ,11 ,9 ,
Premier League ,15/16 ,30 ,Sunderland ,Everton ,3 ,0 ,37% ,63% ,14 ,17 ,8 ,6 ,3 ,5 ,3 ,6 ,5 ,5 ,2 ,1 ,15 ,7 ,1 ,0 ,null ,null ,0 ,1 ,1 ,0 ,10 ,11 ,4 ,6 ,6 ,4 ,352 ,596 ,260 (74%) ,493 (83%) ,37 ,54 ,15 ,14 ,43% ,57% ,8 ,2 ,4 ,0 ,1 ,2 ,3 ,0 ,2 ,0 ,2 ,1 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,4 ,1 ,4 ,1 ,0 ,2 ,213 ,287 ,168 (79%) ,233 (81%) ,23 ,30 ,10 ,9 ,31% ,69% ,6 ,15 ,4 ,6 ,2 ,3 ,0 ,6 ,3 ,5 ,0 ,0 ,1 ,0 ,null ,null ,0 ,1 ,1 ,0 ,6 ,10 ,0 ,5 ,6 ,2 ,139 ,309 ,92 (66%) ,260 (84%) ,14 ,24 ,5 ,5 ,
Premier League ,15/16 ,30 ,Liverpool ,Chelsea ,1 ,1 ,55% ,45% ,28 ,13 ,9 ,7 ,10 ,3 ,9 ,3 ,7 ,3 ,1 ,2 ,11 ,12 ,3 ,1 ,null ,null ,null ,null ,null ,null ,13 ,6 ,15 ,7 ,6 ,7 ,546 ,446 ,470 (86%) ,363 (81%) ,53 ,65 ,5 ,12 ,52% ,48% ,15 ,8 ,5 ,3 ,6 ,3 ,4 ,2 ,3 ,1 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,5 ,5 ,10 ,3 ,2 ,4 ,262 ,233 ,227 (87%) ,198 (85%) ,26 ,29 ,3 ,5 ,58% ,42% ,13 ,5 ,4 ,4 ,4 ,0 ,5 ,1 ,4 ,2 ,0 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,8 ,1 ,5 ,4 ,4 ,3 ,284 ,213 ,243 (86%) ,165 (77%) ,27 ,36 ,2 ,7 ,
Premier League ,15/16 ,31 ,Everton ,Arsenal ,0 ,2 ,54% ,46% ,8 ,11 ,2 ,3 ,5 ,4 ,1 ,4 ,7 ,5 ,1 ,3 ,0 ,0 ,null ,null ,null ,null ,1 ,1 ,0 ,2 ,5 ,9 ,3 ,2 ,1 ,2 ,506 ,449 ,397 (78%) ,360 (80%) ,54 ,58 ,11 ,13 ,45% ,55% ,5 ,7 ,1 ,3 ,3 ,2 ,1 ,2 ,4 ,2 ,1 ,1 ,null ,null ,null ,null ,1 ,1 ,0 ,2 ,2 ,7 ,3 ,0 ,1 ,1 ,219 ,281 ,162 (74%) ,239 (85%) ,31 ,30 ,5 ,7 ,64% ,36% ,3 ,4 ,1 ,0 ,2 ,2 ,0 ,2 ,3 ,3 ,0 ,2 ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,3 ,2 ,0 ,2 ,0 ,1 ,287 ,168 ,235 (82%) ,121 (72%) ,23 ,28 ,6 ,6 ,
Premier League ,15/16 ,31 ,Chelsea ,West Ham United ,2 ,2 ,59% ,41% ,22 ,13 ,5 ,6 ,11 ,3 ,6 ,4 ,10 ,9 ,1 ,2 ,13 ,14 ,3 ,5 ,null ,null ,0 ,1 ,0 ,1 ,16 ,9 ,6 ,4 ,3 ,3 ,534 ,364 ,429 (80%) ,263 (72%) ,63 ,59 ,18 ,23 ,57% ,43% ,7 ,6 ,3 ,2 ,3 ,2 ,1 ,2 ,4 ,5 ,1 ,1 ,1 ,2 ,null ,null ,0 ,0 ,0 ,0 ,4 ,4 ,3 ,2 ,1 ,2 ,275 ,203 ,222 (81%) ,158 (78%) ,34 ,33 ,8 ,10 ,61% ,39% ,15 ,7 ,2 ,4 ,8 ,1 ,5 ,2 ,6 ,4 ,0 ,1 ,2 ,3 ,null ,null ,0 ,1 ,0 ,1 ,12 ,5 ,3 ,2 ,2 ,1 ,259 ,161 ,207 (80%) ,105 (65%) ,29 ,26 ,10 ,13 ,
Premier League ,15/16 ,31 ,Crystal Palace ,Leicester City ,0 ,1 ,55% ,45% ,13 ,8 ,4 ,3 ,7 ,3 ,2 ,2 ,10 ,7 ,null ,null ,0 ,0 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,7 ,6 ,6 ,2 ,2 ,4 ,428 ,346 ,325 (76%) ,233 (67%) ,73 ,75 ,28 ,25 ,50% ,50% ,6 ,3 ,2 ,3 ,2 ,0 ,2 ,0 ,1 ,2 ,null ,null ,1 ,1 ,null ,null ,0 ,0 ,null ,null ,4 ,3 ,2 ,0 ,2 ,2 ,220 ,219 ,158 (72%) ,145 (66%) ,37 ,41 ,16 ,15 ,63% ,37% ,7 ,5 ,2 ,0 ,5 ,3 ,0 ,2 ,9 ,5 ,null ,null ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,3 ,3 ,4 ,2 ,0 ,2 ,208 ,127 ,167 (80%) ,88 (69%) ,36 ,34 ,12 ,10 ,
Premier League ,15/16 ,31 ,Watford ,Stoke City ,1 ,2 ,52% ,48% ,9 ,9 ,4 ,6 ,4 ,2 ,1 ,1 ,9 ,2 ,2 ,4 ,0 ,0 ,3 ,1 ,null ,null ,null ,null ,null ,null ,6 ,3 ,3 ,6 ,4 ,3 ,454 ,432 ,327 (72%) ,315 (73%) ,71 ,59 ,24 ,23 ,43% ,57% ,4 ,4 ,1 ,2 ,2 ,1 ,1 ,1 ,5 ,0 ,1 ,2 ,2 ,0 ,null ,null ,null ,null ,null ,null ,4 ,1 ,0 ,3 ,1 ,1 ,185 ,255 ,124 (67%) ,201 (79%) ,36 ,31 ,11 ,11 ,60% ,40% ,5 ,5 ,3 ,4 ,2 ,1 ,0 ,0 ,4 ,2 ,1 ,2 ,1 ,1 ,null ,null ,null ,null ,null ,null ,2 ,2 ,3 ,3 ,3 ,2 ,269 ,177 ,203 (75%) ,114 (64%) ,35 ,28 ,13 ,12 ,
Premier League ,15/16 ,31 ,West Bromwich Albion ,Norwich City ,0 ,1 ,50% ,50% ,10 ,7 ,0 ,1 ,6 ,4 ,4 ,2 ,4 ,3 ,4 ,2 ,0 ,0 ,1 ,2 ,null ,null ,1 ,0 ,null ,null ,5 ,4 ,5 ,3 ,null ,null ,361 ,363 ,223 (62%) ,231 (64%) ,63 ,59 ,30 ,20 ,53% ,47% ,8 ,5 ,0 ,0 ,5 ,3 ,3 ,2 ,2 ,2 ,2 ,2 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,4 ,2 ,4 ,3 ,null ,null ,203 ,176 ,135 (67%) ,122 (69%) ,28 ,30 ,11 ,8 ,46% ,54% ,2 ,2 ,0 ,1 ,1 ,1 ,1 ,0 ,2 ,1 ,2 ,0 ,1 ,2 ,null ,null ,0 ,0 ,null ,null ,1 ,2 ,1 ,0 ,null ,null ,158 ,187 ,88 (56%) ,109 (58%) ,35 ,29 ,19 ,12 ,
Premier League ,15/16 ,31 ,Swansea City ,Aston Villa ,1 ,0 ,53% ,47% ,10 ,12 ,1 ,2 ,6 ,4 ,3 ,6 ,4 ,6 ,3 ,0 ,0 ,0 ,3 ,2 ,null ,null ,null ,null ,null ,null ,3 ,8 ,7 ,4 ,2 ,0 ,466 ,387 ,389 (83%) ,284 (73%) ,53 ,71 ,18 ,22 ,50% ,50% ,6 ,9 ,0 ,1 ,4 ,4 ,2 ,4 ,4 ,2 ,1 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,6 ,4 ,3 ,1 ,0 ,213 ,211 ,172 (81%) ,158 (75%) ,20 ,33 ,6 ,11 ,57% ,43% ,4 ,3 ,1 ,1 ,2 ,0 ,1 ,2 ,0 ,4 ,2 ,0 ,3 ,1 ,null ,null ,null ,null ,null ,null ,1 ,2 ,3 ,1 ,1 ,0 ,253 ,176 ,217 (86%) ,126 (72%) ,33 ,38 ,12 ,11 ,
Premier League ,15/16 ,31 ,Newcastle United ,Sunderland ,1 ,1 ,59% ,41% ,17 ,14 ,8 ,4 ,7 ,7 ,2 ,3 ,2 ,5 ,1 ,1 ,0 ,0 ,4 ,1 ,null ,null ,null ,null ,null ,null ,9 ,7 ,8 ,7 ,3 ,6 ,434 ,299 ,341 (79%) ,198 (66%) ,69 ,66 ,23 ,17 ,57% ,43% ,6 ,10 ,1 ,3 ,5 ,6 ,0 ,1 ,0 ,3 ,0 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,2 ,6 ,4 ,4 ,2 ,1 ,202 ,149 ,164 (81%) ,101 (68%) ,32 ,34 ,10 ,8 ,61% ,39% ,11 ,4 ,7 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,1 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,7 ,1 ,4 ,3 ,1 ,5 ,232 ,150 ,177 (76%) ,97 (65%) ,37 ,32 ,13 ,9 ,
Premier League ,15/16 ,31 ,Southampton ,Liverpool ,3 ,2 ,49% ,51% ,16 ,17 ,5 ,8 ,6 ,3 ,5 ,6 ,3 ,5 ,3 ,2 ,0 ,0 ,1 ,3 ,null ,null ,null ,null ,0 ,4 ,9 ,10 ,7 ,7 ,6 ,2 ,466 ,485 ,379 (81%) ,385 (79%) ,60 ,48 ,20 ,14 ,47% ,53% ,6 ,12 ,0 ,6 ,4 ,1 ,2 ,5 ,2 ,4 ,3 ,1 ,0 ,1 ,null ,null ,null ,null ,0 ,3 ,4 ,7 ,2 ,5 ,4 ,0 ,217 ,246 ,180 (83%) ,202 (82%) ,27 ,25 ,6 ,9 ,51% ,49% ,10 ,5 ,5 ,2 ,2 ,2 ,3 ,1 ,1 ,1 ,0 ,1 ,1 ,2 ,null ,null ,null ,null ,0 ,1 ,5 ,3 ,5 ,2 ,2 ,2 ,249 ,239 ,199 (80%) ,183 (77%) ,33 ,23 ,14 ,5 ,
Premier League ,15/16 ,31 ,Manchester City ,Manchester United ,0 ,1 ,54% ,46% ,26 ,5 ,3 ,4 ,16 ,0 ,7 ,1 ,11 ,5 ,2 ,1 ,9 ,12 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,21 ,3 ,5 ,2 ,3 ,3 ,454 ,398 ,372 (82%) ,299 (75%) ,76 ,58 ,24 ,10 ,49% ,51% ,9 ,2 ,2 ,2 ,6 ,0 ,1 ,0 ,5 ,2 ,2 ,1 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,7 ,1 ,2 ,1 ,1 ,2 ,202 ,221 ,159 (79%) ,173 (78%) ,39 ,25 ,13 ,8 ,60% ,40% ,17 ,3 ,1 ,2 ,10 ,0 ,6 ,1 ,6 ,3 ,0 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,14 ,2 ,3 ,1 ,2 ,1 ,252 ,177 ,213 (85%) ,126 (71%) ,37 ,33 ,11 ,2 ,
Premier League ,15/16 ,31 ,Tottenham ,Bournemouth ,3 ,0 ,62% ,38% ,17 ,2 ,8 ,0 ,8 ,2 ,1 ,0 ,4 ,5 ,3 ,5 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,9 ,2 ,8 ,0 ,0 ,4 ,601 ,338 ,520 (87%) ,253 (75%) ,48 ,60 ,16 ,9 ,68% ,32% ,8 ,1 ,4 ,0 ,3 ,1 ,1 ,0 ,4 ,1 ,2 ,3 ,0 ,0 ,null ,null ,null ,null ,0 ,0 ,4 ,1 ,4 ,0 ,0 ,2 ,324 ,149 ,282 (87%) ,97 (65%) ,24 ,28 ,10 ,5 ,57% ,43% ,9 ,1 ,4 ,0 ,5 ,1 ,0 ,0 ,0 ,4 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,5 ,1 ,4 ,0 ,0 ,2 ,277 ,189 ,238 (86%) ,156 (83%) ,24 ,32 ,6 ,4 ,
Premier League ,15/16 ,32 ,Aston Villa ,Chelsea ,0 ,4 ,41% ,59% ,15 ,11 ,4 ,8 ,6 ,3 ,5 ,0 ,7 ,2 ,0 ,3 ,0 ,0 ,6 ,1 ,1 ,0 ,null ,null ,null ,null ,6 ,7 ,9 ,4 ,4 ,4 ,411 ,604 ,317 (77%) ,524 (87%) ,62 ,53 ,20 ,10 ,43% ,57% ,10 ,5 ,3 ,3 ,4 ,2 ,3 ,0 ,2 ,2 ,0 ,2 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,4 ,3 ,6 ,2 ,1 ,3 ,209 ,274 ,163 (78%) ,239 (87%) ,37 ,29 ,16 ,7 ,40% ,60% ,5 ,6 ,1 ,5 ,2 ,1 ,2 ,0 ,5 ,0 ,0 ,1 ,4 ,0 ,1 ,0 ,null ,null ,null ,null ,2 ,4 ,3 ,2 ,3 ,1 ,202 ,330 ,154 (76%) ,285 (86%) ,25 ,24 ,4 ,3 ,
Premier League ,15/16 ,32 ,Arsenal ,Watford ,4 ,0 ,69% ,31% ,19 ,7 ,12 ,3 ,4 ,3 ,3 ,1 ,8 ,3 ,1 ,3 ,0 ,0 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,14 ,5 ,5 ,2 ,2 ,8 ,773 ,328 ,681 (88%) ,233 (71%) ,44 ,49 ,13 ,19 ,70% ,30% ,11 ,1 ,6 ,1 ,2 ,0 ,3 ,0 ,6 ,0 ,0 ,3 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,7 ,1 ,4 ,0 ,1 ,4 ,377 ,153 ,324 (86%) ,99 (65%) ,21 ,25 ,9 ,12 ,67% ,33% ,8 ,6 ,6 ,2 ,2 ,3 ,0 ,1 ,2 ,3 ,1 ,0 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,7 ,4 ,1 ,2 ,1 ,4 ,396 ,175 ,357 (90%) ,134 (77%) ,23 ,24 ,4 ,7 ,
Premier League ,15/16 ,32 ,Bournemouth ,Manchester City ,0 ,4 ,45% ,55% ,11 ,15 ,2 ,7 ,5 ,8 ,4 ,0 ,4 ,4 ,2 ,4 ,0 ,0 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,6 ,10 ,5 ,5 ,3 ,2 ,459 ,557 ,384 (84%) ,470 (84%) ,47 ,55 ,11 ,7 ,43% ,57% ,6 ,11 ,1 ,4 ,3 ,7 ,2 ,0 ,1 ,3 ,0 ,1 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,5 ,6 ,1 ,5 ,1 ,1 ,218 ,288 ,176 (81%) ,247 (86%) ,26 ,24 ,6 ,5 ,47% ,53% ,5 ,4 ,1 ,3 ,2 ,1 ,2 ,0 ,3 ,1 ,2 ,3 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,1 ,4 ,4 ,0 ,2 ,1 ,241 ,269 ,208 (86%) ,223 (83%) ,21 ,31 ,5 ,2 ,
Premier League ,15/16 ,32 ,Norwich City ,Newcastle United ,3 ,2 ,42% ,58% ,13 ,13 ,6 ,5 ,5 ,7 ,2 ,1 ,6 ,5 ,4 ,3 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,8 ,10 ,5 ,3 ,3 ,3 ,344 ,475 ,233 (68%) ,371 (78%) ,47 ,38 ,19 ,15 ,43% ,57% ,5 ,2 ,4 ,0 ,1 ,2 ,0 ,0 ,2 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,1 ,1 ,1 ,0 ,3 ,178 ,239 ,121 (68%) ,193 (81%) ,25 ,18 ,11 ,11 ,41% ,59% ,8 ,11 ,2 ,5 ,4 ,5 ,2 ,1 ,4 ,5 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,9 ,4 ,2 ,3 ,0 ,166 ,236 ,112 (67%) ,178 (75%) ,22 ,20 ,8 ,4 ,
